# The standardization rules: match `smarts`, then apply `atom_fix` to the matched atoms' charge and
# radical state and `bonds_fix` to the bonds between them.  Rules run in the order they appear here,
# against the molecule as it now stands, so a general rule no longer matches a site a specific rule has
# already fixed.  Rules DO overlap -- `groups:45` matches a dihydroxy-diazine twice on overlapping ring
# atoms -- and `_standardize.py::_pass` documents the policy that handles it.
#
# COLUMNS
#
#   id         `groups:<0-based row index>`.  A log record names this, never a bare index
#   smarts     the pattern, in the core's dialect -- see the `z` note below
#   atom_fix   `;`-joined `slot:charge_delta:radical`; radical `-` leave alone, `0` not a radical,
#              `1` a radical.  ENTRY ORDER IS PRESERVED
#   bonds_fix  `;`-joined `a:b:order`, order 8 being a dative contact
#   tautomer   `0`/`1` -- see below
#   after      `;`-joined ids this row must follow, or `-`.  Every entry is MEASURED, not asserted:
#              `test/test_standardize_rules_examples.py` puts the two rules alone in a table, runs both
#              orders over an example, and fails if the answer does not depend on the order
#   examples   `;`-joined `IN>>OUT`s -- a SMILES this row repairs, and what the whole pass makes of it.
#              ONE PER `,` ALTERNATIVE of the pattern, so a row saying `[P&D4&x0&z1,N&D4&z1]` carries a
#              phosphonium case AND a quaternary-ammonium case.  EXECUTED -- the same test asserts that
#              THIS ROW'S OWN id fires on each and that the product is exactly OUT
#   why        what was drawn wrong and what the patch does about it.  This is also the message the row
#              puts into a `standardize(log=...)` record, so it is written to be read in a log
#
# An empty cell is spelled `-`; no cell contains a tab.
#
# A SLOT IS AN ATOM NUMBER, not a position: an explicit `:N` in the SMARTS where one is written, else the
# next unused integer from 1 walking the atoms in declaration order.  The first atom of a pattern that maps
# three of its later atoms is 4.
#
# THE HYDROGEN COUNT IS A CONSEQUENCE, NEVER AN INPUT.  No row writes one; the engine re-derives every atom a
# patch touched, so an example may come out with a different brutto formula than it went in with -- a
# phosphorus drawn neutral with four bonds was carrying a hydrogen it cannot have, and loses it when the charge
# arrives.
#
# `tautomer` = 0/1, AND THE DEFINITION IS MECHANICAL: 1 when the repair moves a hydrogen from one heavy atom to
# another.  Since no row writes a hydrogen count, a displacement is a CONSEQUENCE of the bond and charge edits
# and cannot be read off the patch columns -- which is why it is a column and not something the engine infers.
# 26 rows carry it and `standardize(fix_tautomers=False)` withholds exactly those 26.
#
# WITHHOLDING A FLAGGED ROW CAN LEAVE AN ILLEGAL VALENCE.  Measured: the hypervalent sulfur of `OS(=N)(=N)O` and
# `OS(=N)(=N)C` is repaired by `groups:71` and by no other row, so with the flag off nothing fires and the
# drawing's own violation stands.  That is the intended reading of the switch -- `fix_tautomers=False` says "do
# not choose a tautomer for me", and where the only legal spelling requires choosing one the caller gets their
# drawing back; `check_valence()` is how they find out.  More often the fallback is a different LEGAL answer
# instead: `C=N(=O)O` gets nitromethane from `groups:11` or the aci-nitro form from `groups:12`.
#
# `groups:71` and `groups:72` ARE THE SAME RULE TWICE, deliberately: the pattern matches a second, overlapping
# site only once the first has been patched, so one pass would leave the second imide mis-drawn.  `groups:50`,
# the other way round, IS UNREACHABLE as shipped and kept rather than deleted: every site it matches is a
# `groups:47` site, `groups:47` comes first, and measured on `groups:50`'s own example they agree.  The example
# test knows `groups:47` fires there and turns red if the two stop agreeing.
#
# `z` IS THE CORE'S HYBRIDIZATION WORD: 1 sp3, 2 sp2, 3 sp AND NOTHING ELSE, 4 aromatic, 5 two cumulated
# doubles with no triple (allene, sulfone, sulfonamide, nitro), 6 any other combination.  A pattern that
# repairs a mis-drawn pentavalent nitro, sulfonyl or azide therefore says `z5` or `z6`; a `z3` there would
# narrow it to alkynes and nitriles and the repair would stop happening silently.
#
# `D` DOES NOT COUNT A DATIVE BOND: a coordination contact is not a substituent, which is why `derive_scalars`
# calls the nitrogen of `[Fe]~N(C)(C)C` sp3.  So the two rows claiming "four substituents, therefore a formal
# charge" -- `groups:09` on boron, `groups:10` on phosphorus or nitrogen -- say it as `D4` plus `z1`: `z1`
# forbids every bond order but single, so that already IS four single bonds, and `D4` cannot see a
# three-coordinate donor as four-coordinate.
#
# `[*]` is any element, any charge, any radical.  `[A]` is the neutral-only wildcard, so it does not match
# `[Na+]` -- an unstated charge means charge zero and never "any charge".
#
# ROWS APPLYING THE SAME PATCH through patterns differing in one element, coordination number or bond order
# are written as ONE ROW with a `&` high-AND alternation -- `[P&D4&z1,S&D3&z1;+]` is "a four-coordinate sp3
# phosphorus or a three-coordinate sp3 sulfur, cationic either way".  `gen_standardize_rules.MERGES` records
# which rows went where and `test/test_standardize_rules_merges.py` proves each collapse selects exactly the
# sites its members selected.
#
# TWO CONSEQUENCES FOR ANYONE EDITING THIS FILE.  Row ids are POSITIONAL, so inserting or collapsing a row
# renumbers every row after it and an id written down elsewhere goes stale silently.  And a MERGED ROW SITS
# AT THE POSITION OF THE LAST ROW IT REPLACED, never the first: a union is at least as general as any of its
# members, order is semantics here, and a merged row moved early gets a shot at a site a more specific rule
# between the members was supposed to see first.

id	smarts	atom_fix	bonds_fix	tautomer	after	examples	why
groups:17	[N;D3;z5](=[O;D1])(=[O;D1])[A;-]	1:1:-;2:-1:-	1:2:1	0	-	[O-]N(=O)=O>>[N+]([O-])(=O)[O-]	A pentavalent nitro on an anionic neighbour; one N=O is separated into [N+]-[O-] and the neighbour keeps its own charge
groups:18	[N;D3;a](:[O;D1])(:[O;D1])[A]	1:1:-;2:-1:-	1:2:1;1:3:2	0	-	Cn(o)o>>C[N+]([O-])=O	A nitro group swept into an aromatic ring by a writer that lower-cased it; the two aromatic N-O bonds become one N=O and one [N+]-[O-]
groups:19	[N;D2;z5;x2;-](=[O;D1])=[O;D1]	1:1:-;2:-1:-	1:2:1	0	-	O=[N-]=O>>N([O-])=O	A nitrite drawn as a pentavalent [N-] with two N=O; the charge moves to one oxygen and that bond becomes single
groups:20	[N;D2;z6](#[N;D1])=[C,N,O]	1:1:-;2:-1:-	1:2:2	0	-	C=N#N>>C=[N+]=[N-]	A diazo group drawn as a pentavalent X=N#N; the terminal nitrogen takes the negative charge, the inner one the positive, and the triple bond becomes double
groups:21	[N;D2;z3;+](#[N;D1])[C,N,O;z1;-]	2:-1:-;3:1:-	1:2:2;1:3:2	0	-	N#[N+][O-]>>[N-]=[N+]=O	An anion next to a diazonium, [C,N,O-]-[N+]#N; the lone pair delocalises into the diazo group, so the charge moves out to the terminal nitrogen and both bonds become double
groups:22	[N;D2;z6;x2](#[N;D2;+][A])=[N;D1;-]	1:1:-;2:-1:-	1:2:2	0	-	C[N+]#N=[N-]>>CN=[N+]=[N-]	An azide with its positive charge on the terminal nitrogen, A-[N+]#N=[N-]; the charge moves to the middle nitrogen and the triple bond becomes double
groups:23	[N;D2;z5;x2](=[N;D2;z2])=[N;D1]	1:1:-;3:-1:-	-	0	-	CN=N=N>>CN=[N+]=[N-]	An azide drawn neutral as three cumulated double bonds; the bonds are already right and only the two charges are missing
groups:24	[N;D2;z3;x2]([N;D2;z1])#[N;D1]	1:1:-;3:-1:-	1:2:2;1:3:2	0	-	CNN#N>>CN=[N+]=[N-]	An azide drawn in its hydrazine spelling, A-NH-N#N; both N-N bonds become double, which is also why the drawn N-H does not survive
groups:25	[N;D2;z6;x2](=[N;D2;z2])#[N;D1;-]	1:1:-	1:3:2	0	-	CN=N#[N-]>>CN=[N+]=[N-]	An azide drawn with its negative charge on the terminal nitrogen and a triple bond to it; the middle nitrogen takes the positive charge and the triple bond becomes double
groups:26	[N;D2;z6;x2](=[N;D1;-])#[N;D1]	1:1:-;3:-1:-	1:3:2	0	-	[N-]=N#N>>[N-]=[N+]=[N-]	An azide anion drawn with a pentavalent middle nitrogen; that nitrogen takes the positive charge and the triple bond becomes double
groups:27	[N;D2;z6;x1](=[N;D1])#[C;D1,D2]	1:1:-;2:-1:-	1:3:2	1	-	C#N=N>>C=[N+]=[N-]	A diazo group drawn as a nitrile with a pentavalent nitrogen, A-C#N=NH; the hydrogen moves from nitrogen to carbon, giving [CH]=[N+]=[N-]
groups:28	[N;D2;z6;x1](=[N,O;z2])#[C;D1,D2]	1:1:-;2:-1:-	1:2:1	0	groups:27	C#N=O>>C#[N+][O-]	A nitrile N-oxide or N-imide drawn pentavalent, A-C#N=[O,N]; the exocyclic double bond is separated into [N+]-[O,N-] and the nitrile is left alone
groups:29	[N;D2;z3;x1]([N&D1,O&D1,S&D1,N&D2&z1])#[C;D1,D2]	1:1:-;2:-1:-	-	0	-	NN#C>>C#[N+][NH-];CNN#C>>C#[N+][N-]C	An amidoxime or hydrazonoyl drawn with a pentavalent nitrogen, [NH2,OH,SH]-N#C or RNH-N#C; the charges separate onto the nitrogen and its substituent
groups:30	[N;D2;z3;x1;+]([N&D1,O&D1,S&D1,N&D2&z1])#[C;D1;-]	2:-1:-;3:1:-	-	1	-	[C-]#[N+]O>>C#[N+][O-];[C-]#[N+]NC>>C#[N+][N-]C	A nitrilium already charge-separated but still drawn with its hydrogen on the [NH2,OH,SH] or NHR substituent; the hydrogen moves to the carbanion
groups:31	[N;D2;z3]([A])#[C;D1]	1:1:-;3:-1:-	-	0	groups:29;groups:30	CN#C>>[C-]#[N+]C	An isocyanide drawn neutral, A-N#C; the nitrogen takes the positive charge and the terminal carbon the negative
groups:32	[N;D2;z5;x1;+](=[N;D1])=[C;D1,D2;z2;-]	2:-1:-;3:1:-	-	1	-	[CH-]=[N+]=N>>C=[N+]=[N-]	A diazo group drawn in chython 2's old carbanion form, A-[C-]=[N+]=[NH]; the hydrogen moves from nitrogen to carbon
groups:33	[N;D4;z2]=[O,N;z2]	1:1:-;2:-1:-	1:2:1	0	-	CN(=N)(C)C>>C[N+]([NH-])(C)C	A four-coordinate nitrogen drawn with a double bond to oxygen or nitrogen; the double bond becomes single and the charges separate
groups:34	[N;D3;z2]=[O;D1] |^1:0|	1:0:0;2:0:1	1:2:1	0	-	C[N](=O)C |^1:1|>>CN([O])C |^1:2|	A nitroxide drawn with its radical on the nitrogen and a double bond to the oxygen; the radical belongs on the oxygen and the bond is single
groups:35	[O;D1][N;D3;z2] |^1:0|	1:-1:0;2:1:0	-	0	-	C=N(C)[O] |^1:3|>>C=[N+](C)[O-]	An N-oxide drawn as a radical oxygen on a nitrogen that already has a double bond elsewhere; the unpaired electron is really a charge separation
groups:36	[N;D3;z3;x1](#[N;D1])(C)C	1:1:-;2:-1:-	1:2:2	0	-	CN(#N)C>>C[N+](=[N-])C	A dialkyl diazo drawn with a triple bond on a three-coordinate nitrogen; the bond becomes double and the charges separate
groups:37	[N;D1;z2;x1;+]=[N;D2;x1;z2]	1:-1:-;2:1:-	1:2:3	0	-	CN=[N+]>>C[N+]#N	A diazonium drawn with its charge on the terminal nitrogen and only a double bond; the charge moves inward and the bond becomes triple
groups:38	[C;D2;z2;x2;-]([N;D1,D2;z1;+])=[O;D1]	1:1:-;2:-1:-	1:2:2	0	-	[NH2+][C-]=O>>C(=N)=O	An isocyanate drawn as the ylide [N+]-[C-]=O; the two charges cancel and the C-N becomes a double bond
groups:39	[N;D1;x0;z3]#[C;D2;z3;x2][O;D1]	-	1:2:2;2:3:2	1	-	N#CO>>C(=N)=O	Cyanic acid drawn as N#C-OH; both bonds become double and the hydrogen moves from oxygen to nitrogen
groups:40	[N;D1;x0;z3]#[C;D2;z3;x2][O;D1;-]	1:-1:-;3:1:-	1:2:2;2:3:2	0	-	N#C[O-]>>C(=[N-])=O	A cyanate drawn as N#C-[O-]; both bonds become double and the charge moves to the nitrogen
groups:41	[O;D1;z1;x1;-][N;D2;z1;+]	1:1:-;2:-1:-	1:2:2	0	-	CC(C)(C)[N+][O-]>>C(C)(N=O)(C)C	A nitroso drawn charge-separated as [N+]-[O-] on a two-coordinate nitrogen; the charges cancel into an N=O
groups:42	[O;D1;z2;x1]=[N;D2;x1;z2][C;D1,D2,D3;z1]	-	1:2:1;2:3:2	1	-	CN=O>>C=NO	A nitroso drawn on the carbon side of a CH; the hydrogen moves from carbon to oxygen and the C-N becomes double, giving the oxime
groups:43	[O;D2;z2;+]=[C;z2][N;D1,D2,D3;z1]	1:-1:-;3:1:-	1:2:1;2:3:2	0	-	NC=[O+]C>>C(=[NH2+])OC	An amide drawn as an O-alkyl oxocarbenium; the positive charge belongs on the nitrogen, so the C=[O+] becomes a single bond
groups:44	[O;D2;r6]1[C;z2](=[N;+])[A;z2]-,=[A;z2]-,=[A;z2]-,=[A;z2]1	1:1:-;3:-1:-	1:2:2;2:3:1	0	groups:43	O1C(=[NH2+])C=CC=C1>>[O+]=1C=CC=CC=1N	A pyrylium dearomatized onto its exocyclic nitrogen; the positive charge is returned to the ring oxygen and the C=[N+] becomes single
groups:45	[O,S;D1;z1;x0]-[C;r6;z2]=2[N;z2]=[A;z2][A;z2]=[A;z2][A;z2]=2	-	1:2:2;2:7:1;3:4:1;4:5:2;5:6:1;6:7:2	1	-	OC1=CC=CC=N1>>C=1C(=O)NC=CC=1	A hydroxy-azine drawn as the enol on a ring carbon that bears a ring C=N; the ring flips to the amide form and the hydrogen moves from oxygen to nitrogen
groups:46	[O,S;D1;z1;x0]-[C;r6;z2]=2[N;z1][C;z2][N;z2]=[A;z2][A;z2]=2	-	1:2:2;2:7:1;7:6:2;6:5:1	1	-	OC1=CC=NC(=O)N1>>C=1NC(NC(=O)C=1)=O	The same flip as groups:49 for a 1,3-dicarbonyl azine whose other ring nitrogen is already sp3
groups:47	[N;z2]=[C;D2,D3;z2]-[O,S;D1]	-	1:2:1;2:3:2	1	-	N=CO>>C(N)=O	An amide drawn as its imidic-acid tautomer, N=C-OH; the hydrogen moves from oxygen to nitrogen
groups:48	[O,S;D1;z1;x0]-[C;r6;z2]1=[A;z2][A;z2]=[N;D2][A;z2]-,=[A;z2]1	-	1:2:2;2:3:1;3:4:2;4:5:1	1	-	OC1=CC=NC=C1>>C=1C(=O)C=CNC=1	A 4-hydroxypyridine drawn as the enol; the ring flips to the 4-pyridone and the hydrogen moves from oxygen to the ring nitrogen
groups:49	[O;D1;z1;x0][C;D2,D3;z2;x1;!R]=[C;z2;x0]	-	1:2:2;2:3:1	1	-	OC=C>>C(C)=O	An acyclic enol; the hydrogen moves from oxygen to the far carbon and the C=C becomes the C=O of the ketone
groups:50	[O,S;D1;z1;x0]-[C;r5;z2]1=N[N;z1][A;z2]-,=[A;z2]1	-	1:2:2;2:3:1	1	-	CN1C=CC(O)=N1>>O=C1NN(C)C=C1	A hydroxy-pyrazole drawn as the enol on the ring carbon of the C=N, the pyrazolone family; the ring flips to the amide form and the hydrogen moves from oxygen to nitrogen.  Unreachable as shipped and kept for the record: every site this matches is also a groups:51 site, groups:51 comes first, and on this row's own example the two give the same product
groups:51	[O,S;D1;z1;x0]-[C;r5;z2]1=[A;z2][A;z2]=N[N;z1]1	-	1:2:2;2:3:1;3:4:2;4:5:1	1	-	CN1N=CC=C1O>>O=C1N(C)NC=C1	The five-membered counterpart of groups:49 where the ring nitrogen is the far one, so the flip walks the whole ring
groups:52	[N;r6;z2]1=[A;z2][C;h1,h2][A;z2]-,=[A;z2]C1=O	-	1:2:1;2:3:2	1	-	O=C1C=CCC=N1>>C=1C(=O)NC=CC=1	A ring C=N next to a CH2 in a six-ring that already has a C=O; the hydrogen moves from carbon to the ring nitrogen
groups:53	[N;r6;z2]1=[A;z2][A;z2]=[A;z2][C;h1,h2]C1=O	-	1:2:1;2:3:2;3:4:1;4:5:2	1	-	O=C1CC=CC=N1>>C=1C(=O)NC=CC=1	The same repair as groups:56 with a C=C between the CH2 and the ring nitrogen, so the flip walks two more bonds
groups:54	[N;r6;z2]1=[A;z2][C;h1,h2]C(=O)[A;z2]-,=[A;z2]1	-	1:2:1;2:3:2	1	-	O=C1CC=NC=C1>>C=1C(=O)C=CNC=1	The same repair as groups:56 with the C=O between the CH2 and the far end of the ring rather than beside the nitrogen
groups:55	[N;r5;z2]1=[A;z2][C;h1,h2][A;z2]-,=[A;z2]1	-	1:2:1;2:3:2	1	-	C1C=NC=N1>>N1C=NC=C1	A five-ring C=N next to a CH; the hydrogen moves from carbon to nitrogen, which is the aromatic imidazole or pyrazole tautomer
groups:56	[N;r5;z2]1=[A;z2][C;h1,h2][A;z2][N,O;z1]1	-	1:2:1;2:3:2	1	-	CN1N=CCC1=O>>O=C1N(C)NC=C1	The same repair as groups:59 where the ring closes through an sp3 nitrogen or oxygen instead of a carbon
groups:57	[O,S;D1;z2]=[C;D3;r6]1[N;z1][C;D3:1](=[N:2])[N;h1:3][A]-,=[A]1	-	1:2:1;1:3:2	1	-	N=C1NC=CC(=O)N1>>O=C1NC(=NC=C1)N	A cyclic guanidine drawn with the imine outside the ring; the exocyclic C=N becomes single and the ring C=N double, moving the hydrogen onto the exocyclic nitrogen
groups:58	[P;D4;z1;-][C;D1,D2,D3;z1;+]	1:1:-;2:-1:-	1:2:2	0	-	CN(C)[CH+][P-](C)(C)C>>N(C=P(C)(C)C)(C)C	A phosphorus ylide drawn as [P-]-[C+]; the charges cancel into a P=C
groups:59	[P;D6;z1]([F;D1])([F;D1])([F;D1])([F;D1])([F;D1])[F;D1]	1:-1:-	-	0	-	FP(F)(F)(F)(F)F>>F[P-](F)(F)(F)(F)F	A hexafluorophosphate drawn neutral; six single bonds on a phosphorus is the anion, so the charge is added
groups:60	[P;D4;z5;-](=[O;D1])(=[O;D1])([A])[A]	1:1:-;2:-1:-	1:2:1	0	-	C[P-](C)(=O)=O>>CP([O-])(=O)C	A phosphonate drawn as a pentavalent [P-] with two P=O; one becomes [P]-[O-] and the phosphorus goes neutral
groups:61	[S;D1;z1;x1;-][P;D4;z2]=[O;D1]	1:1:-;3:-1:-	1:2:2;2:3:1	0	-	CP(C)(=O)[S-]>>CP([O-])(=S)C	A thiophosphonate drawn with the charge on sulfur and the double bond on oxygen; the double bond and the charge swap places
groups:62	[S;D1;z1;x1][P;D4;z2]=[O;D1]	-	1:2:2;2:3:1	1	-	CP(C)(=O)S>>CP(O)(=S)C	The same swap as groups:66 with the hydrogen in place of the charge, so the hydrogen moves from sulfur to oxygen
